Yazici_Modeli,Nozzle_Capi,Katman_Yuksekligi,Nozzle_Sicakligi,Yatak_Sicakligi,Ortam_Sicakligi,Baski_Hizi,Filament_Tipi,Doluluk_Orani,Doluluk_Deseni,Utuleme,Destek_Tipi,Hata_Detayi,Baski_Durumu
Form 4B,0.2,0.08,234,88,50,406.0,ASA,7,Grid,1,Yok,Hatali Malzeme (Reçine Cihazi),0
Ender-3 V2,0.8,0.08,191,90,42,223.0,PLA,42,Gyroid,1,Tree,Basarili,1
Bambu Lab A1 Mini,0.2,0.16,203,98,31,256.0,ASA,91,Cubic,0,Yok,Warping (Kasa Acik),0
Creality K1 Max,0.4,0.2,227,45,27,253.0,PLA,62,Lightning,0,Tree,Basarili,1
Bambu Lab P1S,0.8,0.28,229,90,40,375.0,Recine_UV,71,Grid,0,Tree,Basarili,1
Bambu Lab A1 Combo,0.4,0.16,252,77,40,197.0,Recine_UV,49,Gyroid,1,Yok,Basarili,1
Saturn 4 Ultra,0.4,0.08,271,50,51,249.0,ABS,48,Grid,0,Yok,Hatali Malzeme (Reçine Cihazi),0
K2 Pro Combo,0.4,0.16,205,91,36,447.0,Recine_UV,12,Grid,0,Yok,Tikanma (Yetersiz Akis),0
XY-2 Pro,0.4,0.28,264,59,56,172.0,TPU,70,Gyroid,0,Normal,Basarili,1
Bambu Lab X1 Carbon,0.4,0.12,195,49,43,92.0,ABS,75,Cubic,0,Normal,Basarili,1
Bambu Lab A1 Mini,0.4,0.28,192,65,27,268.0,TPU,65,Lightning,0,Normal,Basarili,1
Original Prusa MK4,0.2,0.12,203,87,37,222.0,TPU,21,Cubic,0,Normal,Basarili,1
Creality K1C,0.4,0.12,255,53,30,62.0,PLA,75,Grid,0,Yok,Basarili,1
Anycubic Kobra 2 Pro,0.8,0.12,264,98,29,145.0,TPU,40,Cubic,0,Tree,Basarili,1
Ender-3 V3 KE,0.6,0.16,275,51,45,130.0,ABS,72,Cubic,0,Yok,Basarili,1
Bambu Lab A1,0.4,0.08,256,62,25,158.0,PETG,84,Lightning,0,Tree,Basarili,1
Neptune 4 Max,0.4,0.16,220,111,36,,Recine_UV,25,Gyroid,0,Yok,Basarili,1
Bambu Lab A1 Combo,0.4,0.08,222,78,42,159.0,PLA,86,Gyroid,0,Yok,Basarili,1
Bambu Lab A1 Mini,0.4,0.28,277,48,56,200.0,Recine_UV,50,Gyroid,0,Tree,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.2,190,64,47,247.0,TPU,50,Cubic,0,Normal,Basarili,1
Creality K1C,0.4,0.28,233,56,35,388.0,TPU,96,Cubic,0,Tree,Basarili,1
Bambu Lab X1 Carbon,0.6,0.16,204,81,31,357.0,ASA,20,Lightning,0,Yok,Tikanma (Yetersiz Akis),0
Ender-3 Max Neo,0.4,0.16,226,68,40,,PLA,26,Gyroid,1,Tree,Basarili,1
Creality K1C,0.4,0.08,216,99,43,194.0,PLA,10,Lightning,0,Tree,Basarili,1
Ender-3 V3 KE,0.4,0.16,237,106,47,302.0,ABS,98,Lightning,0,Yok,Warping (Kasa Acik),0
XY-2 Pro,0.4,0.12,216,96,56,395.0,PETG,60,Cubic,0,Yok,Tikanma (Yetersiz Akis),0
Kobra S1 Combo,0.6,0.16,201,111,40,194.0,ABS,49,Gyroid,0,Normal,Warping (Kasa Acik),0
Original Prusa MK4,0.6,0.08,256,53,52,369.0,ABS,62,Grid,1,Tree,Warping (Kasa Acik),0
Creality K1 Max,0.6,0.08,219,78,21,433.0,ABS,32,Grid,1,Normal,Tikanma (Yetersiz Akis),0
Ender-3 V3 KE,0.2,0.12,276,55,56,352.0,PETG,21,Cubic,0,Tree,Basarili,1
Anycubic Kobra 2 Pro,0.4,0.08,255,57,38,325.0,ABS,40,Cubic,0,Yok,Warping (Kasa Acik),0
Bambu Lab A1 Mini Combo,0.4,0.2,196,114,47,298.0,Recine_UV,16,Cubic,1,Tree,Basarili,1
Original Prusa MK4,0.2,0.28,223,59,34,196.0,PLA,54,Cubic,1,Yok,Basarili,1
Creality K1 Max,0.4,0.16,221,85,20,53.0,PETG,63,Grid,0,Yok,Basarili,1
Centauri Carbon,0.6,0.2,228,84,47,116.0,TPU,16,Gyroid,0,Yok,Basarili,1
Ender-3 V3 SE,0.4,0.16,232,43,54,,ASA,66,Lightning,1,Normal,Warping (Kasa Acik),0
Creality K1C,0.4,0.2,232,59,51,448.0,ASA,44,Grid,1,Yok,Basarili,1
Bambu Lab A1,0.4,0.16,267,50,47,433.0,Recine_UV,97,Gyroid,0,Tree,Basarili,1
SV08,0.2,0.12,192,104,28,374.0,PLA,6,Cubic,0,Tree,Tikanma (Yetersiz Akis),0
Bambu Lab X1 Carbon,0.4,0.08,235,57,43,259.0,ASA,97,Lightning,0,Tree,Warping (Soguk Yatak),0
Bambu Lab A1,0.8,0.08,221,78,23,271.0,Recine_UV,98,Gyroid,0,Yok,Basarili,1
Form Auto,0.6,0.12,232,83,22,333.0,Recine_UV,29,Gyroid,0,Yok,Basarili,1
Ender-3 V3 KE,0.8,0.2,270,57,41,181.0,ASA,89,Lightning,0,Yok,Warping (Kasa Acik),0
Anycubic Kobra 2 Pro,0.4,0.28,192,86,59,290.0,ASA,90,Gyroid,1,Tree,Basarili,1
Anycubic Kobra 2 Pro,0.4,0.2,263,70,58,335.0,Recine_UV,78,Gyroid,0,Yok,Basarili,1
Mega Zero,0.4,0.08,252,78,44,179.0,Recine_UV,35,Lightning,0,Normal,Basarili,1
Elegoo Neptune 4 Pro,0.4,0.28,229,77,41,181.0,TPU,51,Lightning,1,Normal,Basarili,1
CR-10 S4,0.6,0.16,207,86,53,168.0,ASA,64,Grid,0,Tree,Warping (Kasa Acik),0
Original Prusa MK4,0.2,0.28,256,109,39,363.0,ABS,77,Cubic,1,Yok,Warping (Kasa Acik),0
CR-10,0.4,0.2,251,47,55,344.0,Recine_UV,45,Cubic,1,Normal,Basarili,1
Anycubic Kobra 2 Pro,0.4,0.12,199,104,56,57.0,PLA,54,Gyroid,0,Yok,Basarili,1
H2D Laser Edition,0.4,0.16,241,52,58,282.0,PLA,27,Cubic,0,Yok,Basarili,1
Bambu Lab A1 Combo,0.6,0.2,262,94,46,203.0,Recine_UV,16,Grid,1,Tree,Basarili,1
Ender-3 V2,0.4,0.16,235,82,51,,PLA,75,Gyroid,0,Yok,Basarili,1
Bambu Lab A1 Mini,0.4,0.28,244,43,48,135.0,TPU,87,Cubic,0,Tree,Basarili,1
QQ-S,0.4,0.08,235,110,51,67.0,TPU,26,Cubic,1,Yok,Basarili,1
Guider 2,0.4,0.2,264,99,43,269.0,Recine_UV,60,Gyroid,0,Yok,Basarili,1
CR-10 S4,0.6,0.12,249,51,22,64.0,ASA,20,Lightning,0,Yok,Warping (Kasa Acik),0
Elegoo Neptune 4 Pro,0.6,0.28,215,98,46,214.0,ABS,62,Grid,0,Tree,Basarili,1
Creality K1 Max,0.8,0.2,216,93,28,443.0,ASA,76,Gyroid,0,Tree,Tikanma (Yetersiz Akis),0
Original Prusa MK4S,0.6,0.12,227,83,59,200.0,PLA,98,Gyroid,0,Yok,Basarili,1
Bambu Lab X1 Carbon,0.4,0.2,211,55,42,69.0,ABS,55,Cubic,0,Yok,Warping (Soguk Yatak),0
Creator Pro 2,0.4,0.28,215,45,26,204.0,PLA,10,Lightning,0,Tree,Basarili,1
Bambu Lab A1 Mini Combo,0.4,0.2,275,53,36,247.0,ABS,6,Cubic,0,Tree,Warping (Kasa Acik),0
Bambu Lab A1 Combo,0.4,0.16,258,97,56,141.0,Recine_UV,66,Gyroid,1,Normal,Basarili,1
X-Smart,0.6,0.28,224,70,26,412.0,PETG,97,Gyroid,0,Tree,Tikanma (Yetersiz Akis),0
Elegoo Neptune 4 Pro,0.2,0.2,255,80,49,145.0,TPU,46,Cubic,0,Yok,Basarili,1
Method,0.8,0.08,262,74,32,369.0,TPU,47,Lightning,0,Normal,Basarili,1
Original Prusa MK4,0.4,0.2,240,49,37,108.0,Recine_UV,56,Gyroid,1,Tree,Basarili,1
X1 Carbon Combo,0.4,0.16,207,69,50,47.0,PLA,62,Grid,0,Yok,Basarili,1
Anycubic Kobra 2 Pro,0.4,0.12,232,83,41,162.0,PLA,24,Lightning,0,Tree,Basarili,1
Bambu Lab X1 Carbon,0.6,0.12,201,94,33,392.0,PETG,60,Gyroid,1,Tree,Tikanma (Yetersiz Akis),0
X-Max,0.4,0.12,192,110,37,140.0,ASA,71,Lightning,1,Tree,Warping (Kasa Acik),0
Creality K1C,0.4,0.08,271,57,54,40.0,ABS,63,Lightning,0,Yok,Warping (Soguk Yatak),0
Ender-3 V3 KE,0.2,0.16,196,78,36,390.0,Recine_UV,52,Grid,1,Yok,Tikanma (Yetersiz Akis),0
Ender-3 V3 SE,0.4,0.28,195,81,38,46.0,PETG,39,Gyroid,1,Yok,Basarili,1
Bambu Lab X1 Carbon,0.4,0.12,271,93,50,357.0,Recine_UV,12,Lightning,1,Yok,Basarili,1
VEHO 1000,0.6,0.16,234,69,58,150.0,PETG,80,Gyroid,0,Tree,Basarili,1
HALOT-One,0.4,0.2,275,59,55,,PLA,36,Gyroid,0,Yok,Hatali Malzeme (Reçine Cihazi),0
Creality K1 Max,0.4,0.08,228,81,34,225.0,PLA,97,Lightning,0,Tree,Basarili,1
Creality K1 Max,0.2,0.16,240,44,48,255.0,ASA,49,Cubic,0,Yok,Basarili,1
Bambu Lab P1S,0.2,0.16,198,89,59,382.0,Recine_UV,89,Lightning,0,Normal,Tikanma (Yetersiz Akis),0
Bambu Lab P1S,0.6,0.28,212,80,35,,Recine_UV,71,Cubic,0,Yok,Basarili,1
Anycubic Kobra 2 Pro,0.2,0.16,201,78,52,240.0,ASA,31,Cubic,0,Yok,Warping (Kasa Acik),0
Replicator 5th Gen,0.2,0.28,277,96,44,47.0,PLA,7,Cubic,0,Yok,Basarili,1
Original Prusa MK4,0.2,0.08,251,96,35,103.0,TPU,61,Cubic,0,Normal,Basarili,1
Bambu Lab X1 Carbon,0.8,0.08,262,76,49,175.0,ASA,69,Lightning,0,Tree,Warping (Soguk Yatak),0
Original Prusa MK4,0.6,0.2,266,46,53,426.0,PETG,24,Cubic,0,Yok,Basarili,1
Original Prusa MK4,0.4,0.28,229,44,21,422.0,PLA,75,Gyroid,0,Yok,Basarili,1
Creality K1 Max,0.4,0.28,243,90,59,225.0,Recine_UV,45,Lightning,1,Tree,Basarili,1
Bambu Lab A1 Mini,0.4,0.12,270,47,57,166.0,Recine_UV,5,Grid,1,Tree,Basarili,1
Bambu Lab A1 Mini Combo,0.6,0.12,196,95,37,411.0,ABS,78,Cubic,0,Yok,Tikanma (Yetersiz Akis),0
Anycubic Kobra 2 Pro,0.4,0.2,206,112,24,88.0,ABS,80,Lightning,0,Yok,Warping (Kasa Acik),0
Bambu Lab A1 Mini Combo,0.4,0.08,239,50,59,205.0,TPU,8,Cubic,0,Yok,Basarili,1
Bambu Lab A1 Combo,0.4,0.12,213,61,25,,Recine_UV,75,Gyroid,0,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab P1S,0.2,0.16,191,50,31,166.0,PLA,14,Cubic,0,Yok,Basarili,1
Plus4,0.4,0.08,272,99,31,432.0,Recine_UV,90,Lightning,0,Normal,Basarili,1
Ender-3 V3 SE,0.6,0.16,222,54,31,341.0,Recine_UV,93,Gyroid,0,Tree,Tikanma (Yetersiz Akis),0
Ender-3 V2,0.4,0.28,210,77,28,360.0,PETG,33,Cubic,0,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab X1 Carbon,0.2,0.08,263,40,41,216.0,TPU,19,Grid,0,Tree,Basarili,1
Original Prusa MK4,0.2,0.2,242,85,35,242.0,PETG,23,Cubic,1,Normal,Basarili,1
Foto 8.9,0.8,0.28,235,82,23,196.0,ABS,62,Cubic,1,Tree,Hatali Malzeme (Reçine Cihazi),0
Creality K1 Max,0.4,0.28,234,61,22,385.0,PETG,57,Gyroid,0,Tree,Basarili,1
Creality K1 Max,0.6,0.16,198,42,35,258.0,ABS,50,Cubic,1,Tree,Warping (Soguk Yatak),0
Anycubic Kobra 2 Pro,0.4,0.28,195,53,33,324.0,ASA,22,Lightning,1,Normal,Tikanma (Yetersiz Akis),0
Form 1,0.4,0.12,240,41,57,328.0,ABS,7,Lightning,1,Tree,Hatali Malzeme (Reçine Cihazi),0
H2D 40W Laser Edition,0.4,0.08,224,100,23,67.0,Recine_UV,74,Gyroid,1,Yok,Basarili,1
Bambu Lab A1 Mini Combo,0.4,0.12,271,71,21,390.0,ABS,26,Lightning,1,Yok,Warping (Kasa Acik),0
Sermoon V1,0.4,0.16,242,77,29,122.0,Recine_UV,59,Grid,0,Tree,Basarili,1
SV04,0.6,0.16,208,85,30,,TPU,68,Cubic,0,Tree,Basarili,1
Ender-3 V3 SE,0.4,0.08,258,81,58,193.0,Recine_UV,45,Gyroid,1,Yok,Basarili,1
Creality K1 Max,0.4,0.28,214,45,45,409.0,Recine_UV,99,Lightning,0,Tree,Tikanma (Yetersiz Akis),0
H2D Laser AMS Combo,0.2,0.2,200,80,56,68.0,Recine_UV,89,Grid,1,Yok,Basarili,1
Ender-3 V2,0.8,0.16,263,64,45,434.0,TPU,12,Grid,1,Yok,Basarili,1
Neptune 3,0.6,0.08,206,50,23,252.0,PLA,69,Gyroid,0,Normal,Basarili,1
Ultimaker 3,0.4,0.2,225,80,45,141.0,PLA,7,Gyroid,0,Normal,Basarili,1
Bambu Lab P1S,0.8,0.28,279,110,57,399.0,ABS,33,Lightning,0,Normal,Basarili,1
Creality K1C,0.4,0.16,210,96,47,253.0,ASA,74,Cubic,0,Yok,Basarili,1
Finder,0.4,0.08,207,85,21,343.0,PLA,22,Grid,0,Tree,Tikanma (Yetersiz Akis),0
Bambu Lab P1S,0.6,0.08,249,87,21,194.0,ABS,62,Grid,0,Tree,Warping (Soguk Yatak),0
Voron 0.1,0.6,0.08,207,102,35,419.0,TPU,5,Gyroid,0,Yok,Tikanma (Yetersiz Akis),0
Bambu Lab X1 Carbon,0.4,0.16,190,78,42,239.0,PLA,26,Grid,0,Yok,Basarili,1
Bambu Lab A1,0.4,0.2,203,49,42,207.0,PLA,99,Gyroid,0,Yok,Basarili,1
Bambu Lab X1 Carbon,0.4,0.08,197,109,32,277.0,Recine_UV,27,Cubic,1,Tree,Basarili,1
Q1 Pro,0.8,0.28,255,104,40,198.0,Recine_UV,12,Gyroid,1,Tree,Basarili,1
Bambu Lab P1S Combo,0.4,0.08,240,98,58,232.0,ABS,33,Cubic,0,Normal,Basarili,1
Ender-3 Pro,0.4,0.2,268,75,44,206.0,Recine_UV,48,Lightning,0,Tree,Basarili,1
Photon Mono X 6K,0.4,0.16,249,66,56,265.0,ABS,66,Gyroid,1,Tree,Hatali Malzeme (Reçine Cihazi),0
Voron 0,0.4,0.08,223,112,32,406.0,PETG,23,Lightning,0,Yok,Basarili,1
Bambu Lab P1S,0.4,0.08,225,94,34,290.0,PETG,63,Cubic,0,Yok,Basarili,1
Hornet,0.8,0.28,251,109,47,319.0,ASA,84,Grid,0,Yok,Warping (Kasa Acik),0
Bambu Lab P1S,0.4,0.28,190,92,22,260.0,PLA,23,Lightning,0,Yok,Basarili,1
Creality K1C,0.4,0.08,274,99,42,62.0,PETG,26,Gyroid,0,Normal,Basarili,1
Bambu Lab A1 Mini,0.4,0.08,231,100,23,228.0,ABS,87,Gyroid,0,Yok,Warping (Kasa Acik),0
Creality K1 Max,0.6,0.28,190,75,22,,Recine_UV,72,Lightning,0,Yok,Tikanma (Yetersiz Akis),0
Ender-3 V2,0.4,0.2,273,66,58,66.0,Recine_UV,9,Lightning,0,Yok,Basarili,1
Ender-3 V3 SE,0.4,0.12,243,80,27,,PLA,9,Lightning,0,Normal,Basarili,1
Original Prusa MK4,0.6,0.12,236,67,44,249.0,PETG,29,Gyroid,0,Tree,Basarili,1
Ender-3 Pro,0.6,0.08,228,55,31,74.0,ASA,28,Lightning,0,Tree,Warping (Kasa Acik),0
X-Smart 3,0.6,0.28,219,74,24,237.0,ASA,5,Lightning,0,Tree,Warping (Kasa Acik),0
Ender-3 V3 SE,0.8,0.16,196,75,52,213.0,ASA,32,Cubic,1,Tree,Warping (Kasa Acik),0
HALOT-Mage S,0.4,0.16,211,95,44,257.0,ASA,51,Lightning,0,Yok,Hatali Malzeme (Reçine Cihazi),0
Voron Switchwire,0.6,0.12,239,58,44,95.0,Recine_UV,89,Lightning,0,Yok,Basarili,1
Creality K1 Max,0.4,0.2,234,96,54,,Recine_UV,64,Gyroid,0,Yok,Basarili,1
Bambu Lab A1 Mini Combo,0.6,0.12,263,72,34,191.0,Recine_UV,23,Gyroid,1,Yok,Basarili,1
Elegoo Neptune 4 Pro,0.6,0.08,261,62,45,,ABS,91,Grid,1,Normal,Basarili,1
Ender-3 V3 SE,0.6,0.2,199,102,29,77.0,ASA,18,Gyroid,0,Yok,Warping (Kasa Acik),0
Pro2,0.4,0.16,203,109,43,237.0,TPU,74,Gyroid,0,Tree,Basarili,1
Gemini S,0.4,0.28,235,61,54,,Recine_UV,12,Gyroid,0,Yok,Basarili,1
Ultimaker S3,0.4,0.28,264,106,48,217.0,ASA,41,Gyroid,0,Yok,Warping (Kasa Acik),0
Bambu Lab P1S Combo,0.8,0.08,195,98,57,364.0,PETG,90,Lightning,1,Tree,Tikanma (Yetersiz Akis),0
Bambu Lab X1 Carbon,0.8,0.12,210,64,24,215.0,PLA,76,Grid,0,Yok,Basarili,1
Bambu Lab X1 Carbon,0.2,0.08,251,56,43,300.0,Recine_UV,14,Gyroid,0,Yok,Basarili,1
Anycubic Kobra 2 Pro,0.4,0.28,208,78,38,123.0,Recine_UV,71,Lightning,0,Yok,Basarili,1
Bambu Lab A1 Mini,0.4,0.16,277,114,28,178.0,PETG,17,Gyroid,0,Yok,Basarili,1
Bambu Lab A1 Mini Combo,0.6,0.28,271,113,45,281.0,PLA,43,Grid,0,Normal,Basarili,1
Bambu Lab P1S,0.6,0.2,251,78,44,355.0,ABS,68,Cubic,0,Normal,Warping (Soguk Yatak),0
Creality K1 Max,0.4,0.28,272,63,54,194.0,Recine_UV,34,Cubic,0,Yok,Basarili,1
Creality K1 Max,0.4,0.28,242,77,55,260.0,PLA,8,Grid,0,Tree,Basarili,1
Bambu Lab A1,0.6,0.2,213,96,33,174.0,TPU,49,Lightning,0,Tree,Basarili,1
Ender-3 V2,0.6,0.12,245,83,25,227.0,Recine_UV,10,Lightning,0,Yok,Basarili,1
Kobra 2 Neo,0.4,0.28,251,75,51,217.0,ASA,20,Grid,0,Yok,Warping (Kasa Acik),0
Bambu Lab X1 Carbon,0.4,0.08,223,109,45,106.0,PETG,26,Cubic,0,Tree,Basarili,1
Bambu Lab A1,0.4,0.28,211,84,34,108.0,PLA,95,Gyroid,1,Tree,Basarili,1
Original Prusa MK4,0.4,0.08,257,65,50,116.0,PETG,25,Cubic,0,Yok,Basarili,1
X2D,0.4,0.2,246,50,56,439.0,ASA,97,Gyroid,0,Yok,Basarili,1
Photon Workshop Edition,0.4,0.28,199,91,57,413.0,ABS,69,Grid,1,Yok,Tikanma (Yetersiz Akis),0
Creality K1C,0.6,0.2,255,64,56,51.0,ASA,34,Grid,1,Yok,Warping (Soguk Yatak),0
OrangeStorm Giga,0.4,0.2,197,70,38,322.0,ABS,28,Grid,1,Yok,Tikanma (Yetersiz Akis),0
Creator 3,0.6,0.12,227,84,33,285.0,PETG,68,Cubic,0,Tree,Basarili,1
Original Prusa MK4,0.4,0.28,251,106,55,276.0,ABS,17,Grid,0,Tree,Warping (Kasa Acik),0
Bambu Lab A1 Combo,0.4,0.08,217,79,56,291.0,Recine_UV,98,Cubic,0,Tree,Basarili,1
T1,0.2,0.08,199,85,30,246.0,ABS,30,Lightning,0,Yok,Warping (Kasa Acik),0
Anycubic Kobra 2 Pro,0.4,0.28,234,93,46,380.0,ABS,24,Gyroid,0,Yok,Warping (Kasa Acik),0
HALOT-Mage,0.6,0.12,254,80,21,147.0,Recine_UV,65,Gyroid,1,Yok,Basarili,1
Elegoo Neptune 4 Pro,0.8,0.12,256,77,41,248.0,ABS,10,Gyroid,0,Normal,Warping (Kasa Acik),0
X-Max 3,0.2,0.12,198,75,21,350.0,Recine_UV,47,Grid,0,Yok,Tikanma (Yetersiz Akis),0
Original Prusa MK4,0.4,0.08,194,83,39,347.0,Recine_UV,53,Gyroid,0,Yok,Basarili,1
Ender-3 V2,0.6,0.2,199,96,36,332.0,ABS,13,Grid,0,Yok,Tikanma (Yetersiz Akis),0
Creality K1C,0.4,0.12,201,105,23,152.0,Recine_UV,41,Cubic,1,Tree,Basarili,1
Creality K1C,0.4,0.08,271,69,33,415.0,PLA,20,Grid,0,Normal,Basarili,1
Bambu Lab P1S,0.6,0.08,247,49,26,54.0,ABS,8,Gyroid,0,Yok,Warping (Soguk Yatak),0
Bambu Lab X1 Carbon,0.4,0.2,210,100,34,379.0,ABS,36,Grid,0,Tree,Tikanma (Yetersiz Akis),0
Original Prusa MK4,0.4,0.28,210,102,49,122.0,ASA,88,Grid,1,Tree,Warping (Kasa Acik),0
Replicator Mini,0.4,0.28,254,75,35,104.0,ASA,97,Cubic,1,Yok,Warping (Kasa Acik),0
Elegoo Neptune 4 Pro,0.6,0.12,192,93,59,42.0,ASA,99,Grid,0,Yok,Warping (Kasa Acik),0
CR-10 Smart,0.4,0.12,258,104,21,400.0,ABS,21,Gyroid,0,Tree,Basarili,1
VEHO 800,0.2,0.2,278,43,38,275.0,ASA,45,Grid,0,Yok,Warping (Kasa Acik),0
Neptune 4 Plus,0.6,0.12,253,94,20,428.0,PLA,93,Lightning,1,Tree,Basarili,1
Original Prusa MK4,0.2,0.2,238,93,50,432.0,PETG,49,Grid,0,Yok,Basarili,1
Anycubic Kobra 2 Pro,0.6,0.08,261,103,23,168.0,ASA,20,Lightning,0,Yok,Warping (Kasa Acik),0
Creator 3,0.4,0.12,206,61,46,286.0,Recine_UV,24,Gyroid,0,Yok,Basarili,1
Bambu Lab A1 Combo,0.8,0.08,262,64,44,274.0,ASA,46,Lightning,1,Normal,Warping (Kasa Acik),0
Ender-3 V2,0.4,0.16,221,98,41,69.0,PLA,14,Lightning,1,Tree,Basarili,1
HALOT-One Pro,0.4,0.2,259,96,29,110.0,Recine_UV,56,Lightning,0,Yok,Basarili,1
Bambu Lab X1 Carbon,0.4,0.16,210,93,52,187.0,Recine_UV,64,Lightning,0,Yok,Basarili,1
Ender-3 V3 KE,0.4,0.12,196,83,49,132.0,Recine_UV,52,Lightning,0,Yok,Basarili,1
Ender-3 V3 SE,0.6,0.08,196,91,49,322.0,Recine_UV,27,Grid,0,Tree,Tikanma (Yetersiz Akis),0
Bambu Lab A1,0.8,0.12,216,55,35,256.0,TPU,37,Cubic,0,Tree,Basarili,1
Creality K1 Max,0.4,0.16,197,55,28,277.0,TPU,81,Lightning,1,Yok,Basarili,1
Ender-3 V3 SE,0.4,0.12,262,94,36,266.0,Recine_UV,29,Gyroid,1,Tree,Basarili,1
Ender-3 V3 SE,0.6,0.28,217,100,54,258.0,Recine_UV,54,Gyroid,1,Normal,Basarili,1
Bambu Lab P1S,0.6,0.16,268,79,34,358.0,Recine_UV,92,Grid,0,Yok,Basarili,1
Ender-3 V3 Plus,0.4,0.12,255,60,47,376.0,PLA,74,Cubic,0,Normal,Basarili,1
Q1 Pro,0.4,0.08,260,105,39,70.0,ASA,83,Cubic,1,Yok,Basarili,1
Creality K1C,0.4,0.12,236,47,52,442.0,PETG,59,Lightning,0,Tree,Basarili,1
Ender-3 V2,0.4,0.08,271,110,52,153.0,Recine_UV,72,Gyroid,0,Yok,Basarili,1
LD-002H,0.2,0.28,275,49,55,141.0,ASA,82,Gyroid,0,Tree,Hatali Malzeme (Reçine Cihazi),0
K2,0.4,0.12,199,96,32,132.0,PLA,8,Grid,1,Tree,Basarili,1
Bambu Lab A1,0.4,0.28,222,43,23,246.0,PLA,32,Lightning,1,Normal,Basarili,1
Creality K1C,0.6,0.16,196,82,42,430.0,Recine_UV,33,Gyroid,0,Yok,Tikanma (Yetersiz Akis),0
Ender-3 V3 KE,0.2,0.08,192,102,27,268.0,ABS,86,Lightning,0,Tree,Warping (Kasa Acik),0
Bambu Lab P1S Combo,0.4,0.16,203,82,32,110.0,PLA,88,Cubic,1,Normal,Basarili,1
Photon M3 Plus,0.4,0.08,233,106,43,381.0,ABS,52,Lightning,1,Tree,Hatali Malzeme (Reçine Cihazi),0
Anycubic Kobra 2 Pro,0.4,0.28,235,90,59,175.0,PLA,76,Lightning,0,Yok,Basarili,1
H2D Laser Edition,0.2,0.2,250,95,49,,ABS,17,Grid,0,Tree,Warping (Kasa Acik),0
Ender-3 V3 KE,0.4,0.12,225,82,49,377.0,ABS,47,Grid,0,Tree,Warping (Kasa Acik),0
X-Max,0.4,0.28,202,63,44,,Recine_UV,13,Cubic,0,Tree,Tikanma (Yetersiz Akis),0
Bambu Lab A1 Combo,0.4,0.08,205,73,52,56.0,Recine_UV,44,Cubic,1,Yok,Basarili,1
Ender-3 V2,0.4,0.08,269,98,28,254.0,ASA,50,Lightning,0,Yok,Warping (Kasa Acik),0
Creality K1 Max,0.4,0.08,194,41,45,434.0,ABS,62,Gyroid,0,Yok,Tikanma (Yetersiz Akis),0
Elegoo Neptune 4 Pro,0.6,0.08,278,41,43,438.0,TPU,60,Lightning,0,Yok,Basarili,1
Ender-3 V3 SE,0.4,0.12,227,49,52,283.0,PLA,16,Cubic,0,Yok,Basarili,1
Fuse 1+ 30W,0.6,0.16,239,62,58,134.0,Recine_UV,29,Grid,0,Tree,Basarili,1
Voron 0.1,0.4,0.2,227,54,44,160.0,PETG,93,Grid,1,Normal,Basarili,1
Mars,0.2,0.12,245,56,34,45.0,PLA,20,Cubic,0,Yok,Hatali Malzeme (Reçine Cihazi),0
Bambu Lab A1 Mini,0.2,0.08,252,53,25,307.0,ASA,55,Lightning,0,Tree,Warping (Kasa Acik),0
Mars 4,0.4,0.12,237,55,39,126.0,ASA,84,Gyroid,0,Tree,Hatali Malzeme (Reçine Cihazi),0
Ultimaker 3 Extended,0.6,0.28,279,71,35,228.0,ABS,91,Grid,1,Tree,Warping (Kasa Acik),0
Bambu Lab A1 Mini Combo,0.6,0.08,248,62,40,142.0,ASA,76,Lightning,1,Tree,Warping (Kasa Acik),0
Bambu Lab P1S,0.6,0.2,266,73,34,143.0,Recine_UV,57,Gyroid,0,Tree,Basarili,1
Original Prusa MK4,0.4,0.08,233,55,58,330.0,ASA,56,Cubic,0,Yok,Warping (Kasa Acik),0
Bambu Lab X1 Carbon,0.4,0.2,279,73,23,106.0,PLA,71,Lightning,0,Tree,Basarili,1
Bambu Lab A1 Mini,0.4,0.2,244,110,43,145.0,TPU,28,Gyroid,0,Yok,Basarili,1
Bambu Lab A1,0.4,0.16,244,72,22,287.0,TPU,90,Lightning,0,Normal,Basarili,1
Sermoon V1,0.4,0.16,190,107,20,387.0,ABS,18,Grid,1,Tree,Tikanma (Yetersiz Akis),0
Mars 2 Pro,0.2,0.12,197,82,49,246.0,ASA,26,Cubic,0,Yok,Hatali Malzeme (Reçine Cihazi),0
N2 Plus,0.4,0.12,193,103,32,244.0,ASA,35,Grid,1,Normal,Warping (Kasa Acik),0
Ender-3 V3 KE,0.4,0.2,274,110,37,358.0,TPU,89,Grid,0,Yok,Basarili,1
Creality K1 Max,0.6,0.08,275,57,59,122.0,ABS,62,Lightning,0,Yok,Warping (Soguk Yatak),0
Ender-3 V3 SE,0.8,0.28,242,107,30,121.0,ASA,73,Cubic,0,Yok,Warping (Kasa Acik),0
Creality K1C,0.8,0.28,247,100,48,326.0,ABS,23,Lightning,0,Tree,Basarili,1
